label,param_name,param_value,index,seed,acc,auc,ce
STIM_LEVEL,stim_level,1,0,123,50.0,65.81632653061223,2.8456599160269564
STIM_LEVEL,stim_level,1,1,124,60.71428571428571,52.406417112299465,1.9502484392325772
STIM_LEVEL,stim_level,1,2,125,64.28571428571429,64.91228070175438,1.2770361008245215
STIM_LEVEL,stim_level,1,3,126,64.28571428571429,52.222222222222214,2.4219330539420167
STIM_LEVEL,stim_level,1,4,127,64.28571428571429,52.77777777777778,1.5862675161136264
STIM_LEVEL,stim_level,1,5,128,67.85714285714286,70.0,1.356393076081596
STIM_LEVEL,stim_level,1,6,129,39.285714285714285,53.333333333333336,4.0779864493107185
STIM_LEVEL,stim_level,1,7,130,50.0,73.9795918367347,1.7475434703935337
STIM_LEVEL,stim_level,1,8,131,50.0,52.55102040816326,1.708014071852501
STIM_LEVEL,stim_level,1,9,132,53.57142857142857,60.51282051282052,2.3583293545733404
STIM_LEVEL,stim_level,2,0,123,71.42857142857143,95.40816326530613,1.1178461633565706
STIM_LEVEL,stim_level,2,1,124,71.42857142857143,98.93048128342245,0.8288440858300419
STIM_LEVEL,stim_level,2,2,125,85.71428571428571,90.64327485380117,1.0566053810381553
STIM_LEVEL,stim_level,2,3,126,78.57142857142857,96.66666666666669,0.685114611705574
STIM_LEVEL,stim_level,2,4,127,75.0,88.33333333333333,1.191583632925553
STIM_LEVEL,stim_level,2,5,128,75.0,93.33333333333333,0.5976776893562601
STIM_LEVEL,stim_level,2,6,129,60.71428571428571,86.41025641025641,1.6951688666497213
STIM_LEVEL,stim_level,2,7,130,57.14285714285714,92.3469387755102,0.8848247501144735
STIM_LEVEL,stim_level,2,8,131,50.0,89.79591836734694,1.2495201000544642
STIM_LEVEL,stim_level,2,9,132,60.71428571428571,87.6923076923077,1.6224884290100559
STIM_LEVEL,stim_level,3,0,123,78.57142857142857,93.87755102040816,1.0616264548910652
STIM_LEVEL,stim_level,3,1,124,67.85714285714286,95.18716577540107,1.0722353961814406
STIM_LEVEL,stim_level,3,2,125,82.14285714285714,91.22807017543859,1.0282518622231984
STIM_LEVEL,stim_level,3,3,126,82.14285714285714,98.88888888888889,0.6654110668931058
STIM_LEVEL,stim_level,3,4,127,71.42857142857143,88.88888888888889,1.3807644238847518
STIM_LEVEL,stim_level,3,5,128,78.57142857142857,95.55555555555554,0.5626034193141355
STIM_LEVEL,stim_level,3,6,129,75.0,90.00000000000001,1.7170420706664313
STIM_LEVEL,stim_level,3,7,130,50.0,96.9387755102041,0.892171658593205
STIM_LEVEL,stim_level,3,8,131,50.0,89.79591836734693,1.3086507799536256
STIM_LEVEL,stim_level,3,9,132,60.71428571428571,94.35897435897435,1.2883883306104897
STIM_LEVEL,stim_level,4,0,123,82.14285714285714,93.87755102040816,1.0191236346925703
STIM_LEVEL,stim_level,4,1,124,64.28571428571429,99.46524064171123,1.1114688020801557
STIM_LEVEL,stim_level,4,2,125,82.14285714285714,92.98245614035088,0.883856756877224
STIM_LEVEL,stim_level,4,3,126,85.71428571428571,98.33333333333334,0.6964787556968791
STIM_LEVEL,stim_level,4,4,127,85.71428571428571,90.0,1.3167727289125781
STIM_LEVEL,stim_level,4,5,128,75.0,95.0,0.6653694244369035
STIM_LEVEL,stim_level,4,6,129,78.57142857142857,91.53846153846155,1.5736427427627941
STIM_LEVEL,stim_level,4,7,130,50.0,93.87755102040816,1.0226042444410268
STIM_LEVEL,stim_level,4,8,131,50.0,89.28571428571428,1.2879197576715211
STIM_LEVEL,stim_level,4,9,132,60.71428571428571,93.33333333333333,1.4282207893328243
STIM_LEVEL,stim_level,5,0,123,89.28571428571429,94.89795918367348,0.9154245592621432
STIM_LEVEL,stim_level,5,1,124,64.28571428571429,95.72192513368985,1.3975668318517884
STIM_LEVEL,stim_level,5,2,125,75.0,85.96491228070175,1.0403012766108515
STIM_LEVEL,stim_level,5,3,126,85.71428571428571,96.1111111111111,0.6896354170684974
STIM_LEVEL,stim_level,5,4,127,78.57142857142857,87.77777777777777,1.207026117967676
STIM_LEVEL,stim_level,5,5,128,75.0,91.11111111111111,0.7064791032366234
STIM_LEVEL,stim_level,5,6,129,78.57142857142857,93.84615384615384,1.5439653214301399
STIM_LEVEL,stim_level,5,7,130,57.14285714285714,92.85714285714286,0.974505123603324
STIM_LEVEL,stim_level,5,8,131,50.0,86.22448979591837,1.4093284473970666
STIM_LEVEL,stim_level,5,9,132,53.57142857142857,92.82051282051282,1.3236966364971263
STIM_LEVEL,stim_level,6,0,123,64.28571428571429,95.40816326530613,1.0318545419650198
STIM_LEVEL,stim_level,6,1,124,67.85714285714286,95.18716577540106,1.364133918149069
STIM_LEVEL,stim_level,6,2,125,82.14285714285714,88.8888888888889,1.0644245612439818
STIM_LEVEL,stim_level,6,3,126,75.0,98.33333333333334,0.8312299757037636
STIM_LEVEL,stim_level,6,4,127,75.0,89.99999999999999,1.1348059170520952
STIM_LEVEL,stim_level,6,5,128,78.57142857142857,92.22222222222221,0.7976093528505511
STIM_LEVEL,stim_level,6,6,129,71.42857142857143,92.82051282051282,1.4793576294193014
STIM_LEVEL,stim_level,6,7,130,50.0,91.58163265306123,1.0127569988565353
STIM_LEVEL,stim_level,6,8,131,50.0,84.6938775510204,1.4064367736822792
STIM_LEVEL,stim_level,6,9,132,60.71428571428571,83.58974358974358,1.745745480953961
STIM_LEVEL,stim_level,7,0,123,82.14285714285714,95.91836734693877,0.9318384434228294
STIM_LEVEL,stim_level,7,1,124,67.85714285714286,96.2566844919786,1.16976796887265
STIM_LEVEL,stim_level,7,2,125,82.14285714285714,92.98245614035088,0.9370428181924321
STIM_LEVEL,stim_level,7,3,126,85.71428571428571,93.33333333333333,0.7893522960845465
STIM_LEVEL,stim_level,7,4,127,75.0,86.94444444444443,1.2645387813754496
STIM_LEVEL,stim_level,7,5,128,64.28571428571429,94.44444444444444,0.6331348157261475
STIM_LEVEL,stim_level,7,6,129,60.71428571428571,89.74358974358975,1.8535725685118547
STIM_LEVEL,stim_level,7,7,130,50.0,92.34693877551021,0.8588930235346197
STIM_LEVEL,stim_level,7,8,131,50.0,85.20408163265304,1.4275040776369028
STIM_LEVEL,stim_level,7,9,132,57.14285714285714,91.28205128205128,1.7772861870040029
STIM_LEVEL,stim_level,8,0,123,78.57142857142857,92.34693877551021,1.147224507539022
STIM_LEVEL,stim_level,8,1,124,64.28571428571429,96.79144385026738,1.0413676666092897
STIM_LEVEL,stim_level,8,2,125,82.14285714285714,91.22807017543859,1.0648402437197677
STIM_LEVEL,stim_level,8,3,126,85.71428571428571,98.88888888888889,0.6820507515055364
STIM_LEVEL,stim_level,8,4,127,78.57142857142857,92.77777777777779,0.9522775300008236
STIM_LEVEL,stim_level,8,5,128,67.85714285714286,92.77777777777779,0.7858251286018328
STIM_LEVEL,stim_level,8,6,129,71.42857142857143,92.05128205128206,1.6623705074607886
STIM_LEVEL,stim_level,8,7,130,50.0,93.36734693877551,1.015470959857339
STIM_LEVEL,stim_level,8,8,131,50.0,85.71428571428572,1.3737684097057874
STIM_LEVEL,stim_level,8,9,132,57.14285714285714,92.82051282051282,1.495448287970378
STIM_LEVEL,stim_level,9,0,123,71.42857142857143,96.9387755102041,1.015083050140642
STIM_LEVEL,stim_level,9,1,124,67.85714285714286,96.2566844919786,1.2494601672990484
STIM_LEVEL,stim_level,9,2,125,85.71428571428571,91.22807017543859,0.7451231661005165
STIM_LEVEL,stim_level,9,3,126,78.57142857142857,97.77777777777779,0.5787019921815337
STIM_LEVEL,stim_level,9,4,127,71.42857142857143,86.11111111111111,1.360459782863862
STIM_LEVEL,stim_level,9,5,128,78.57142857142857,91.66666666666666,0.6089684950853292
STIM_LEVEL,stim_level,9,6,129,57.14285714285714,89.74358974358975,1.8777552847451164
STIM_LEVEL,stim_level,9,7,130,53.57142857142857,92.85714285714286,0.882899930944924
STIM_LEVEL,stim_level,9,8,131,50.0,83.67346938775509,1.358661827144845
STIM_LEVEL,stim_level,9,9,132,53.57142857142857,94.87179487179488,1.5761896585047777
STIM_LEVEL,stim_level,10,0,123,75.0,94.89795918367348,1.0500656598132179
STIM_LEVEL,stim_level,10,1,124,67.85714285714286,95.72192513368984,1.2653345010529782
STIM_LEVEL,stim_level,10,2,125,85.71428571428571,91.81286549707602,0.9173663072214627
STIM_LEVEL,stim_level,10,3,126,82.14285714285714,96.11111111111111,0.7759945645124
STIM_LEVEL,stim_level,10,4,127,71.42857142857143,89.44444444444444,1.1951758816319074
STIM_LEVEL,stim_level,10,5,128,75.0,92.22222222222223,0.8068821013716843
STIM_LEVEL,stim_level,10,6,129,57.14285714285714,87.17948717948718,1.9982670162151035
STIM_LEVEL,stim_level,10,7,130,50.0,92.34693877551021,1.0358162181198298
STIM_LEVEL,stim_level,10,8,131,50.0,85.71428571428572,1.4415514338678415
STIM_LEVEL,stim_level,10,9,132,53.57142857142857,90.76923076923077,1.5578078033182206
